city_id,city_name,country_code,longitude,latitude,weather_id,weather_main,weather_description,weather_icon,temp_celsius,feels_like_celsius,temp_min_celsius,temp_max_celsius,pressure_hpa,humidity_percent,sea_level_hpa,ground_level_hpa,wind_speed_mps,wind_direction_deg,wind_gust_mps,cloudiness_percent,visibility_meters,rain_1h_mm,rain_3h_mm,snow_1h_mm,snow_3h_mm,dt_unix,timezone_offset_sec,sunrise_unix,sunset_unix,extracted_at,extraction_source,dt_datetime,sunrise_datetime,sunset_datetime,extracted_at_datetime,temp_category,humidity_category,wind_strength,daylight_hours,heat_index_diff,is_raining,is_snowing,weather_severity,date,hour,day_of_week,month
1642911,Jakarta,ID,106.8451,-6.2146,801,Clouds,few clouds,02n,27.19,29.96,25.5,27.27,1012,78,1012,1009,4.12,250,,20,10000,0,0,0,0,1768055335,25200,1767998762,1768043606,2026-01-10T21:29:13.624038,openweathermap_api,2026-01-10 14:28:55,2026-01-09 22:46:02,2026-01-10 11:13:26,2026-01-10 21:29:13.624038,Warm,Humid,Calm,12.456666666666667,2.7699999999999996,False,False,1.68,2026-01-10,14,Saturday,January
1625822,Surabaya,ID,112.7508,-7.2492,801,Clouds,few clouds,02n,25.01,25.99,24.97,25.01,1012,93,1012,1010,4.63,280,,20,8000,0,0,0,0,1768055035,25200,1767997242,1768042291,2026-01-10T21:29:14.844811,openweathermap_api,2026-01-10 14:23:55,2026-01-09 22:20:42,2026-01-10 10:51:31,2026-01-10 21:29:14.844811,Warm,Humid,Calm,12.51361111111111,0.9799999999999969,False,False,1.27,2026-01-10,14,Saturday,January
1650357,Bandung,ID,107.6186,-6.9039,804,Clouds,overcast clouds,04n,24.69,25.41,24.69,24.69,1013,84,1013,913,1.65,257,2.02,85,10000,0,0,0,0,1768054834,25200,1767998508,1768043488,2026-01-10T21:29:16.176087,openweathermap_api,2026-01-10 14:20:34,2026-01-09 22:41:48,2026-01-10 11:11:28,2026-01-10 21:29:16.176087,Warm,Humid,Calm,12.494444444444444,0.7199999999999989,False,False,1.53,2026-01-10,14,Saturday,January
1214520,Medan,ID,98.6667,3.5833,801,Clouds,few clouds,02n,25.02,26.03,25.02,25.02,1013,94,1013,1008,1.54,290,,20,9000,0,0,0,0,1768055191,25200,1768001680,1768044614,2026-01-10T21:29:17.508364,openweathermap_api,2026-01-10 14:26:31,2026-01-09 23:34:40,2026-01-10 11:30:14,2026-01-10 21:29:17.508364,Warm,Humid,Calm,11.926111111111112,1.0100000000000016,False,False,0.63,2026-01-10,14,Saturday,January
1627896,Semarang,ID,110.4203,-6.9932,802,Clouds,scattered clouds,03n,24.96,25.81,24.96,24.96,1011,88,1011,1002,1.54,270,,40,6000,0,0,0,0,1768054978,25200,1767997826,1768042825,2026-01-10T21:29:19.163813,openweathermap_api,2026-01-10 14:22:58,2026-01-09 22:30:26,2026-01-10 11:00:25,2026-01-10 21:29:19.163813,Warm,Humid,Calm,12.499722222222223,0.8499999999999979,False,False,0.95,2026-01-10,14,Saturday,January
1622786,Makassar,ID,119.4221,-5.14,801,Clouds,few clouds,02n,24.03,25.1,24.03,24.03,1012,100,1012,1015,2.06,100,,20,8000,0,0,0,0,1768054903,28800,1767995848,1768040481,2026-01-10T21:29:20.380418,openweathermap_api,2026-01-10 14:21:43,2026-01-09 21:57:28,2026-01-10 10:21:21,2026-01-10 21:29:20.380418,Warm,Humid,Calm,12.398055555555555,1.0700000000000003,False,False,0.71,2026-01-10,14,Saturday,January
1633070,Palembang,ID,104.7458,-2.9167,802,Clouds,scattered clouds,03n,26.05,26.05,26.05,26.05,1012,94,1012,1012,1.03,0,,40,10000,0,0,0,0,1768054708,25200,1767999589,1768043786,2026-01-10T21:29:21.801992,openweathermap_api,2026-01-10 14:18:28,2026-01-09 22:59:49,2026-01-10 11:16:26,2026-01-10 21:29:21.801992,Warm,Humid,Calm,12.276944444444444,0.0,False,False,0.83,2026-01-10,14,Saturday,January
1645528,Denpasar,ID,115.2167,-8.65,802,Clouds,scattered clouds,03n,28.81,33.04,28.81,28.81,1011,74,1011,1009,7.2,290,,40,10000,0,0,0,0,1768054788,28800,1767996510,1768041838,2026-01-10T21:29:23.036029,openweathermap_api,2026-01-10 14:19:48,2026-01-09 22:08:30,2026-01-10 10:43:58,2026-01-10 21:29:23.036029,Warm,Humid,Moderate,12.591111111111111,4.23,False,False,2.74,2026-01-10,14,Saturday,January
1880252,Singapore,SG,103.8501,1.2897,803,Clouds,broken clouds,04n,25.89,26.55,24.92,26.07,1013,77,1013,1013,3.6,20,,75,10000,0,0,0,0,1768054913,28800,1768000213,1768043593,2026-01-10T21:29:24.265173,openweathermap_api,2026-01-10 14:21:53,2026-01-09 23:10:13,2026-01-10 11:13:13,2026-01-10 21:29:24.265173,Warm,Humid,Calm,12.05,0.6600000000000001,False,False,2.02,2026-01-10,14,Saturday,January
1733046,Kuala Lumpur,MY,101.6865,3.1431,801,Clouds,few clouds,02n,27.75,30.68,27.75,27.75,1013,74,1013,1000,1.54,200,,20,10000,0,0,0,0,1768055001,28800,1768000912,1768043932,2026-01-10T21:29:25.497934,openweathermap_api,2026-01-10 14:23:21,2026-01-09 23:21:52,2026-01-10 11:18:52,2026-01-10 21:29:25.497934,Warm,Humid,Calm,11.95,2.9299999999999997,False,False,1.3,2026-01-10,14,Saturday,January
1609350,Bangkok,TH,100.5167,13.75,804,Clouds,overcast clouds,04n,23.07,22.84,22.73,23.94,1015,54,1015,1015,0.4,237,0.77,92,10000,0,0,0,0,1768055078,25200,1768002243,1768043163,2026-01-10T21:29:26.728084,openweathermap_api,2026-01-10 14:24:38,2026-01-09 23:44:03,2026-01-10 11:06:03,2026-01-10 21:29:26.728084,Warm,Comfortable,Calm,11.366666666666667,-0.23000000000000043,False,False,2.11,2026-01-10,14,Saturday,January
1701668,Manila,PH,120.9822,14.6042,804,Clouds,overcast clouds,04n,25.38,26.35,24.47,26.0,1014,91,1014,1016,1.03,0,,100,10000,0,0,0,0,1768054781,28800,1767997418,1768038162,2026-01-10T21:29:27.955013,openweathermap_api,2026-01-10 14:19:41,2026-01-09 22:23:38,2026-01-10 09:42:42,2026-01-10 21:29:27.955013,Warm,Humid,Calm,11.317777777777778,0.9700000000000024,False,False,1.42,2026-01-10,14,Saturday,January
1566083,Ho Chi Minh City,VN,106.6667,10.75,801,Clouds,few clouds,02n,25.04,25.45,24.01,25.04,1014,71,1014,1014,3.09,280,8.75,23,9000,0,0,0,0,1768054784,25200,1768000464,1768041990,2026-01-10T21:29:29.192220,openweathermap_api,2026-01-10 14:19:44,2026-01-09 23:14:24,2026-01-10 10:46:30,2026-01-10 21:29:29.192220,Warm,Humid,Calm,11.535,0.41000000000000014,False,False,1.43,2026-01-10,14,Saturday,January
1581130,Hanoi,VN,105.8412,21.0245,800,Clear,clear sky,01n,16.0,15.14,16.0,16.0,1023,57,1023,1022,2.62,153,4.15,10,10000,0,0,0,0,1768054898,25200,1768001737,1768041112,2026-01-10T21:29:30.569954,openweathermap_api,2026-01-10 14:21:38,2026-01-09 23:35:37,2026-01-10 10:31:52,2026-01-10 21:29:30.569954,Cool,Comfortable,Calm,10.9375,-0.8599999999999994,False,False,2.38,2026-01-10,14,Saturday,January
