city_id,city_name,country_code,longitude,latitude,weather_id,weather_main,weather_description,weather_icon,temp_celsius,feels_like_celsius,temp_min_celsius,temp_max_celsius,pressure_hpa,humidity_percent,sea_level_hpa,ground_level_hpa,wind_speed_mps,wind_direction_deg,wind_gust_mps,cloudiness_percent,visibility_meters,rain_1h_mm,rain_3h_mm,snow_1h_mm,snow_3h_mm,dt_unix,timezone_offset_sec,sunrise_unix,sunset_unix,extracted_at,extraction_source,dt_datetime,sunrise_datetime,sunset_datetime,extracted_at_datetime,temp_category,humidity_category,wind_strength,daylight_hours,heat_index_diff,is_raining,is_snowing,weather_severity,date,hour,day_of_week,month
1642911,Jakarta,ID,106.8451,-6.2146,802,Clouds,scattered clouds,03d,29.0,32.54,26.96,29.05,1009,69,1009,1004,4.12,310,,40,6000,0.0,0,0,0,1767867464,25200,1767825903,1767870765,2026-01-08T17:25:21.115461,openweathermap_api,2026-01-08 10:17:44,2026-01-07 22:45:03,2026-01-08 11:12:45,2026-01-08 17:25:21.115461,Warm,Humid,Calm,12.461666666666666,3.539999999999999,False,False,2.24,2026-01-08,10,Thursday,January
1625822,Surabaya,ID,112.7508,-7.2492,501,Rain,moderate rain,10d,25.57,26.48,25.57,26.97,1009,88,1009,1007,3.6,140,,20,10000,2.05,0,0,0,1767867693,25200,1767824382,1767869451,2026-01-08T17:25:22.241497,openweathermap_api,2026-01-08 10:21:33,2026-01-07 22:19:42,2026-01-08 10:50:51,2026-01-08 17:25:22.241497,Warm,Humid,Calm,12.519166666666667,0.9100000000000001,True,False,1.22,2026-01-08,10,Thursday,January
1650357,Bandung,ID,107.6186,-6.9039,804,Clouds,overcast clouds,04d,25.64,25.88,25.64,26.66,1010,62,1010,910,2.01,319,2.27,86,5470,0.0,0,0,0,1767867715,25200,1767825649,1767870649,2026-01-08T17:25:23.347876,openweathermap_api,2026-01-08 10:21:55,2026-01-07 22:40:49,2026-01-08 11:10:49,2026-01-08 17:25:23.347876,Warm,Humid,Calm,12.5,0.23999999999999844,False,False,2.09,2026-01-08,10,Thursday,January
1214520,Medan,ID,98.6667,3.5833,501,Rain,moderate rain,10d,24.02,25.09,24.02,24.02,1010,100,1010,1005,2.57,320,,75,7000,1.15,0,0,0,1767867785,25200,1767828835,1767871761,2026-01-08T17:25:24.449403,openweathermap_api,2026-01-08 10:23:05,2026-01-07 23:33:55,2026-01-08 11:29:21,2026-01-08 17:25:24.449403,Warm,Humid,Calm,11.92388888888889,1.0700000000000003,True,False,1.36,2026-01-08,10,Thursday,January
1627896,Semarang,ID,110.4203,-6.9932,803,Clouds,broken clouds,04d,26.96,31.04,26.96,26.96,1008,94,1008,998,6.17,320,,75,500,0.0,0,0,0,1767867373,25200,1767824967,1767869985,2026-01-08T17:25:25.544720,openweathermap_api,2026-01-08 10:16:13,2026-01-07 22:29:27,2026-01-08 10:59:45,2026-01-08 17:25:25.544720,Warm,Humid,Moderate,12.505,4.079999999999998,False,False,2.3,2026-01-08,10,Thursday,January
1622786,Makassar,ID,119.4221,-5.14,500,Rain,light rain,10n,24.03,24.94,24.03,24.03,1010,94,1010,1013,2.06,80,,20,9000,0.18,0,0,0,1767867855,28800,1767822991,1767867639,2026-01-08T17:25:26.637687,openweathermap_api,2026-01-08 10:24:15,2026-01-07 21:56:31,2026-01-08 10:20:39,2026-01-08 17:25:26.637687,Warm,Humid,Calm,12.402222222222223,0.9100000000000001,True,False,0.83,2026-01-08,10,Thursday,January
1633070,Palembang,ID,104.7458,-2.9167,802,Clouds,scattered clouds,03d,27.05,30.77,27.05,27.05,1010,89,1010,1009,3.09,330,,40,10000,0.0,0,0,0,1767867694,25200,1767826735,1767870941,2026-01-08T17:25:27.733550,openweathermap_api,2026-01-08 10:21:34,2026-01-07 22:58:55,2026-01-08 11:15:41,2026-01-08 17:25:27.733550,Warm,Humid,Calm,12.279444444444444,3.719999999999999,False,False,1.44,2026-01-08,10,Thursday,January
1645528,Denpasar,ID,115.2167,-8.65,803,Clouds,broken clouds,04d,26.81,30.11,26.81,26.81,1008,89,1008,1006,4.12,290,,75,10000,0.0,0,0,0,1767867826,28800,1767823648,1767869001,2026-01-08T17:25:28.835600,openweathermap_api,2026-01-08 10:23:46,2026-01-07 22:07:28,2026-01-08 10:43:21,2026-01-08 17:25:28.835600,Warm,Humid,Calm,12.598055555555556,3.3000000000000007,False,False,1.98,2026-01-08,10,Thursday,January
1880252,Singapore,SG,103.8501,1.2897,802,Clouds,scattered clouds,03d,27.61,30.4,26.92,27.97,1011,74,1011,1010,7.72,20,,40,10000,0.0,0,0,0,1767867776,28800,1767827365,1767870742,2026-01-08T17:25:29.941491,openweathermap_api,2026-01-08 10:22:56,2026-01-07 23:09:25,2026-01-08 11:12:22,2026-01-08 17:25:29.941491,Warm,Humid,Moderate,12.049166666666666,2.789999999999999,False,False,2.72,2026-01-08,10,Thursday,January
1733046,Kuala Lumpur,MY,101.6865,3.1431,801,Clouds,few clouds,02d,27.9,27.78,27.9,29.75,1010,43,1010,997,2.06,0,,20,10000,0.0,0,0,0,1767867931,28800,1767828067,1767871079,2026-01-08T17:25:31.066731,openweathermap_api,2026-01-08 10:25:31,2026-01-07 23:21:07,2026-01-08 11:17:59,2026-01-08 17:25:31.066731,Warm,Comfortable,Calm,11.947777777777778,-0.11999999999999744,False,False,2.04,2026-01-08,10,Thursday,January
1609350,Bangkok,TH,100.5167,13.75,802,Clouds,scattered clouds,03d,27.87,27.55,26.94,28.3,1013,40,1013,1012,3.21,67,3.89,30,10000,0.0,0,0,0,1767867188,25200,1767829412,1767870295,2026-01-08T17:25:32.159449,openweathermap_api,2026-01-08 10:13:08,2026-01-07 23:43:32,2026-01-08 11:04:55,2026-01-08 17:25:32.159449,Warm,Comfortable,Calm,11.356388888888889,-0.3200000000000003,False,False,2.43,2026-01-08,10,Thursday,January
